Record Length,2500,Points,0.0,-104.0000021E-3,
Sample Interval,2.0000001E-3,s,2.0000001E-3,40.00000283E-3,
Trigger Point,0.0,Samples,4.00000019E-3,168.00001264E-3,
,,,6.00000005E-3,192.00000167E-3,
,,,8.000000380E-3,136.0000074E-3,
,,,10.0000007E-3,-16.0000008E-3,
Source,CH2,,12.0000001E-3,-128.0000061E-3,
Vertical Units,Volts,,14.0000004E-3,-192.00000167E-3,
Vertical Scale,200.00000950E-3,,16.0000008E-3,-160.00001132E-3,
Vertical Offset,0,,18.0000011E-3,-24.00000021E-3,
Horizontal Units,s,,20.0000014E-3,112.0000035E-3,
Horizontal Scale,500.000023749E-3,,22.00000174E-3,192.00000167E-3,
Pt Fmt,Y,,24.00000021E-3,168.00001264E-3,
Yzero,0.0,,26.00000054E-3,32.00000152E-3,
Probe Atten,1.000000,,28.00000086E-3,-104.0000021E-3,
,,,30.00000119E-3,-208.00000429E-3,
Note,TBS 1102B - 13:04:11   27/08/2018,,32.00000152E-3,-184.00001526E-3,
,,,34.00000185E-3,-56.000001729E-3,
,,,36.00000218E-3,88.000006974E-3,
,,,38.00000250E-3,176.00001395E-3,
,,,40.00000283E-3,176.00001395E-3,
,,,42.00000316E-3,88.000006974E-3,
,,,44.00000349E-3,-64.000003040E-3,
,,,46.00000381E-3,-184.00001526E-3,
,,,48.00000042E-3,-192.00000167E-3,
,,,50.00000075E-3,-112.0000035E-3,
,,,52.00000107E-3,40.00000283E-3,
,,,54.00000140E-3,176.00001395E-3,
,,,56.000001729E-3,200.00000298E-3,
,,,58.000002056E-3,128.0000061E-3,
,,,60.000002384E-3,-16.0000008E-3,
,,,62.000002712E-3,-144.0000087E-3,
,,,64.000003040E-3,-192.00000167E-3,
,,,65.999999642E-3,-168.00001264E-3,
,,,68.000003695E-3,8.000000380E-3,
,,,70.000000298E-3,112.0000035E-3,
,,,72.000004351E-3,216.00000560E-3,
,,,74.000000954E-3,176.00001395E-3,
,,,76.000005007E-3,24.00000021E-3,
,,,78.000001609E-3,-112.0000035E-3,
,,,80.000005662E-3,-208.00000429E-3,
,,,82.000002265E-3,-184.00001526E-3,
