,,,0.0,-1.0240000,
,,,2.0000001E-3,-1.0240000,
,,,4.00000019E-3,-1.0240000,
,,,6.00000005E-3,-1.0240000,
,,,8.000000380E-3,-1.0240000,
,,,10.0000007E-3,-1.0240000,
,,,12.0000001E-3,-1.0240000,
,,,14.0000004E-3,-1.0240000,
,,,16.0000008E-3,-1.0240000,
,,,18.0000011E-3,-1.0240000,
,,,20.0000014E-3,-1.0240000,
,,,22.00000174E-3,-1.0240000,
,,,24.00000021E-3,-1.0240000,
,,,26.00000054E-3,-1.0240000,
,,,28.00000086E-3,-1.0240000,
,,,30.00000119E-3,-1.0240000,
,,,32.00000152E-3,-1.0240000,
,,,34.00000185E-3,-1.0240000,
,,,36.00000218E-3,-1.0240000,
,,,38.00000250E-3,-1.0240000,
,,,40.00000283E-3,-1.0240000,
,,,42.00000316E-3,-1.0240000,
,,,44.00000349E-3,-1.0240000,
,,,46.00000381E-3,-1.0240000,
,,,48.00000042E-3,-1.0240000,
,,,50.00000075E-3,-1.0240000,
,,,52.00000107E-3,-1.0240000,
,,,54.00000140E-3,-1.0240000,
,,,56.000001729E-3,-1.0240000,
,,,58.000002056E-3,-1.0240000,
,,,60.000002384E-3,-1.0240000,
,,,62.000002712E-3,-1.0240000,
,,,64.000003040E-3,-1.0240000,
,,,65.999999642E-3,-1.0240000,
,,,68.000003695E-3,-1.0240000,
,,,70.000000298E-3,-1.0240000,
,,,72.000004351E-3,-1.0240000,
,,,74.000000954E-3,-1.0240000,
,,,76.000005007E-3,-1.0240000,
,,,78.000001609E-3,-1.0240000,
,,,80.000005662E-3,-1.0240000,
,,,82.000002265E-3,-1.0240000,
,,,84.000006318E-3,-1.0240000,
,,,86.000002921E-3,-1.0240000,
,,,88.000006974E-3,-1.0240000,
,,,90.000003576E-3,-1.0240000,
,,,92.000007629E-3,-1.0240000,
,,,94.000004232E-3,-1.0240000,
,,,96.000000834E-3,-1.0240000,
,,,98.000004888E-3,-1.0240000,
,,,100.0000015E-3,-1.0240000,
,,,102.0000055E-3,-1.0240000,
,,,104.0000021E-3,-1.0240000,
,,,106.0000062E-3,-1.0240000,
,,,108.0000028E-3,-1.0240000,
,,,110.0000069E-3,-1.0240000,
,,,112.0000035E-3,-1.0240000,
,,,114.0000075E-3,-1.0240000,
,,,116.0000041E-3,-1.0240000,
,,,118.0000082E-3,-1.0240000,
,,,120.0000048E-3,-1.0240000,
,,,122.0000088E-3,-1.0240000,
,,,124.0000054E-3,-1.0240000,
,,,126.0000020E-3,-1.0240000,
,,,128.0000061E-3,-1.0240000,
,,,130.0000101E-3,-1.0240000,
,,,131.9999993E-3,-1.0240000,
,,,134.0000033E-3,-1.0240000,
,,,136.0000074E-3,-1.0240000,
,,,138.0000114E-3,-1.0240000,
,,,140.0000006E-3,-1.0240000,
,,,142.0000046E-3,-1.0240000,
,,,144.0000087E-3,-1.0240000,
,,,146.0000128E-3,-1.0240000,
,,,148.0000019E-3,-1.0240000,
,,,150.00000596E-3,-1.0240000,
,,,152.00001001E-3,-1.0240000,
,,,154.00001407E-3,-1.0240000,
,,,156.00000322E-3,-1.0240000,
,,,158.00000727E-3,-1.0240000,
,,,160.00001132E-3,-1.0240000,
,,,162.00000048E-3,-1.0240000,
,,,164.00000453E-3,-1.0240000,
,,,166.00000858E-3,-1.0240000,
,,,168.00001264E-3,-1.0240000,
,,,170.00000179E-3,-1.0240000,
,,,172.00000584E-3,-1.0240000,
,,,174.00000989E-3,-1.0240000,
,,,176.00001395E-3,-1.0240000,
,,,178.00000310E-3,-1.0240000,
,,,180.00000715E-3,-1.0240000,
,,,182.00001121E-3,-1.0240000,
,,,184.00001526E-3,-1.0240000,
,,,186.00000441E-3,-1.0240000,
,,,188.00000846E-3,-1.0240000,
,,,190.00001252E-3,-1.0240000,
,,,192.00000167E-3,-1.0240000,
,,,194.00000572E-3,-1.0240000,
,,,196.00000978E-3,-1.0240000,
,,,198.00001383E-3,-1.0240000,
,,,200.00000298E-3,-1.0240000,
,,,202.00000703E-3,-1.0240000,
,,,204.00001109E-3,-1.0240000,
,,,206.00001514E-3,-1.0240000,
,,,208.00000429E-3,-1.0240000,
,,,210.00000834E-3,-1.0240000,
,,,212.00001240E-3,-1.0240000,
,,,214.00001645E-3,-1.0240000,
,,,216.00000560E-3,-1.0240000,
,,,218.00000966E-3,-1.0240000,
,,,220.00001371E-3,-1.0240000,
,,,222.00001776E-3,-1.0240000,
,,,224.00000691E-3,-1.0240000,
,,,226.00001097E-3,-1.0240000,
,,,228.00001502E-3,-1.0240000,
,,,230.00000417E-3,-1.0240000,
,,,232.00000823E-3,-1.0240000,
,,,234.00001228E-3,-1.0240000,
,,,236.00001633E-3,-1.0240000,
,,,238.00000548E-3,-1.0240000,
,,,240.00000954E-3,-1.0240000,
,,,242.00001359E-3,-1.0240000,
,,,244.00001764E-3,-1.0240000,
,,,246.00000679E-3,-1.0240000,
,,,248.00001085E-3,-1.0240000,
,,,250.00000000E-3,-64.000003040E-3,
,,,252.00000405E-3,-64.000003040E-3,
,,,254.00000811E-3,-8.000000380E-3,
,,,256.00001216E-3,72.000004351E-3,
,,,258.00001621E-3,128.0000061E-3,
,,,260.00002027E-3,120.0000048E-3,
,,,262.00002432E-3,48.00000042E-3,
,,,263.99999857E-3,-8.000000380E-3,
,,,266.00000262E-3,-88.000006974E-3,
,,,268.00000668E-3,-80.000005662E-3,
,,,270.00001073E-3,-40.00000283E-3,
,,,272.00001478E-3,48.00000042E-3,
,,,274.00001884E-3,104.0000021E-3,
,,,276.00002289E-3,120.0000048E-3,
,,,278.00002694E-3,72.000004351E-3,
,,,280.00000119E-3,8.000000380E-3,
,,,282.00000525E-3,-56.000001729E-3,
,,,284.00000930E-3,-104.0000021E-3,
,,,286.00001335E-3,-72.000004351E-3,
,,,288.00001740E-3,-8.000000380E-3,
,,,290.00002146E-3,80.000005662E-3,
,,,292.00002551E-3,104.0000021E-3,
,,,293.99999976E-3,96.000000834E-3,
,,,296.00000381E-3,32.00000152E-3,
,,,298.00000787E-3,-56.000001729E-3,
,,,300.00001192E-3,-96.000000834E-3,
,,,302.00001597E-3,-72.000004351E-3,
,,,304.00002003E-3,-32.00000152E-3,
,,,306.00002408E-3,48.00000042E-3,
,,,308.00002813E-3,96.000000834E-3,
,,,310.00000238E-3,88.000006974E-3,
,,,312.00000644E-3,32.00000152E-3,
,,,314.00001049E-3,-48.00000042E-3,
,,,316.00001454E-3,-96.000000834E-3,
,,,318.00001860E-3,-104.0000021E-3,
,,,320.00002265E-3,-48.00000042E-3,
,,,322.00002670E-3,40.00000283E-3,
,,,324.00000095E-3,96.000000834E-3,
,,,326.00000501E-3,96.000000834E-3,
,,,328.00000906E-3,48.00000042E-3,
,,,330.00001311E-3,-8.000000380E-3,
,,,332.00001717E-3,-72.000004351E-3,
,,,334.00002122E-3,-104.0000021E-3,
,,,336.00002527E-3,-64.000003040E-3,
,,,338.00002933E-3,8.000000380E-3,
,,,340.00000358E-3,88.000006974E-3,
,,,342.00000763E-3,112.0000035E-3,
,,,344.00001168E-3,80.000005662E-3,
,,,346.00001574E-3,0.0,
,,,348.00001979E-3,-72.000004351E-3,
,,,350.00002384E-3,-96.000000834E-3,
,,,352.00002789E-3,-72.000004351E-3,
