0.0,-1.0240000,;-1.024
,,,2.0000001E-3,-1.0240000,;-1.024
,,,4.00000019E-3,-1.0240000,;-1.024
,,,6.00000005E-3,-1.0240000,;-1.024
,,,8.000000380E-3,-1.0240000,;-1.024
,,,10.0000007E-3,-1.0240000,;-1.024
,,,12.0000001E-3,-1.0240000,;-1.024
,,,14.0000004E-3,-1.0240000,;-1.024
16.0000008E-3,-1.0240000,;-1.024
,0,,18.0000011E-3,-1.0240000,;-1.024
,,,20.0000014E-3,-1.0240000,;-1.024
,500.000023749E-3,,22.00000174E-3,-1.0240000,;-1.024
,,,24.00000021E-3,-1.0240000,;-1.024
,0.0,,26.00000054E-3,-1.0240000,;-1.024
,1.000000,,28.00000086E-3,-1.0240000,;-1.024
,,,30.00000119E-3,-1.0240000,;-1.024
,,,32.00000152E-3,-1.0240000,;-1.024
,,,34.00000185E-3,-1.0240000,;-1.024
,,,36.00000218E-3,-1.0240000,;-1.024
,,,38.00000250E-3,-1.0240000,;-1.024
,,,40.00000283E-3,-1.0240000,;-1.024
,,,42.00000316E-3,-1.0240000,;-1.024
,,,44.00000349E-3,-1.0240000,;-1.024
,,,46.00000381E-3,-1.0240000,;-1.024
,,,48.00000042E-3,-1.0240000,;-1.024
,,,50.00000075E-3,-1.0240000,;-1.024
,,,52.00000107E-3,-1.0240000,;-1.024
,,,54.00000140E-3,-1.0240000,;-1.024
,,,56.000001729E-3,-1.0240000,;-1.024
,,,58.000002056E-3,-1.0240000,;-1.024
,,,60.000002384E-3,-1.0240000,;-1.024
,,,62.000002712E-3,-1.0240000,;-1.024
,,,64.000003040E-3,-1.0240000,;-1.024
,,,65.999999642E-3,-1.0240000,;-1.024
,,,68.000003695E-3,-1.0240000,;-1.024
,,,70.000000298E-3,-1.0240000,;-1.024
,,,72.000004351E-3,-1.0240000,;-1.024
,,,74.000000954E-3,-1.0240000,;-1.024
,,,76.000005007E-3,-1.0240000,;-1.024
,,,78.000001609E-3,-1.0240000,;-1.024
,,,80.000005662E-3,-1.0240000,;-1.024
,,,82.000002265E-3,-1.0240000,;-1.024
,,,84.000006318E-3,-1.0240000,;-1.024
,,,86.000002921E-3,-1.0240000,;-1.024
,,,88.000006974E-3,-1.0240000,;-1.024
,,,90.000003576E-3,-1.0240000,;-1.024
,,,92.000007629E-3,-1.0240000,;-1.024
,,,94.000004232E-3,-1.0240000,;-1.024
,,,96.000000834E-3,-1.0240000,;-1.024
,,,98.000004888E-3,-1.0240000,;-1.024
,,,100.0000015E-3,-1.0240000,;-1.024
,,,102.0000055E-3,-1.0240000,;-1.024
,,,104.0000021E-3,-1.0240000,;-1.024
,,,106.0000062E-3,-1.0240000,;-1.024
,,,108.0000028E-3,-1.0240000,;-1.024
,,,110.0000069E-3,-1.0240000,;-1.024
,,,112.0000035E-3,-1.0240000,;-1.024
,,,114.0000075E-3,-1.0240000,;-1.024
,,,116.0000041E-3,-1.0240000,;-1.024
,,,118.0000082E-3,-1.0240000,;-1.024
,,,120.0000048E-3,-1.0240000,;-1.024
,,,122.0000088E-3,-1.0240000,;-1.024
,,,124.0000054E-3,-1.0240000,;-1.024
,,,126.0000020E-3,-1.0240000,;-1.024
,,,128.0000061E-3,-1.0240000,;-1.024
,,,130.0000101E-3,-1.0240000,;-1.024
,,,131.9999993E-3,-1.0240000,;-1.024
,,,134.0000033E-3,-1.0240000,;-1.024
,,,136.0000074E-3,-1.0240000,;-1.024
,,,138.0000114E-3,-1.0240000,;-1.024
,,,140.0000006E-3,-1.0240000,;-1.024
,,,142.0000046E-3,-1.0240000,;-1.024
,,,144.0000087E-3,-1.0240000,;-1.024
,,,146.0000128E-3,-1.0240000,;-1.024
,,,148.0000019E-3,-1.0240000,;-1.024
,,,150.00000596E-3,-1.0240000,;-1.024
,,,152.00001001E-3,-1.0240000,;-1.024
,,,154.00001407E-3,-1.0240000,;-1.024
,,,156.00000322E-3,-1.0240000,;-1.024
,,,158.00000727E-3,-1.0240000,;-1.024
,,,160.00001132E-3,-1.0240000,;-1.024
,,,162.00000048E-3,-1.0240000,;-1.024
,,,164.00000453E-3,-1.0240000,;-1.024
,,,166.00000858E-3,-1.0240000,;-1.024
,,,168.00001264E-3,-1.0240000,;-1.024
,,,170.00000179E-3,-1.0240000,;-1.024
,,,172.00000584E-3,-1.0240000,;-1.024
,,,174.00000989E-3,-1.0240000,;-1.024
,,,176.00001395E-3,-1.0240000,;-1.024
,,,178.00000310E-3,-1.0240000,;-1.024
,,,180.00000715E-3,-1.0240000,;-1.024
,,,182.00001121E-3,-1.0240000,;-1.024
,,,184.00001526E-3,-1.0240000,;-1.024
,,,186.00000441E-3,-1.0240000,;-1.024
,,,188.00000846E-3,-1.0240000,;-1.024
,,,190.00001252E-3,-1.0240000,;-1.024
,,,192.00000167E-3,-1.0240000,;-1.024
